title,link,subtitle,price,area,property_details,city,location,first_image_url,latitude,longitude,price_per_sqft
2 BHK Flat for rent in Sector 75,https://housing.com/rent/17024303-1040-sqft-2-bhk-apartment-on-rent-in-sector-75-noida,Maxblis White House,27000,1040.0,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/04b4cde15512a25732fb74a08860e0a1/v0/large/2_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,25.96153846153846
3 BHK Flat for rent in Sector 78,https://housing.com/rent/16736118-2500-sqft-3-bhk-apartment-on-rent-in-sector-78-noida,Mahagun Mezzaria,90000,2500.0,Fully furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/5ec38aea732acb4d4a47a11ab438dfb8/v0/large/3_bhk_apartment-for-rent-sector_78_noida-Noida-hall.jpg,,,36.0
3 BHK Flat for rent in Sector 134,https://housing.com/rent/16913391-1365-sqft-3-bhk-apartment-on-rent-in-sector-134-noida,Jaypee Kosmos,28000,1365.0,Semi furnished,Noida,Sector 134,https://housing-images.n7net.in/01c16c28/31042a7098c06edfefdeeafa134d9732/v0/large/3_bhk_apartment-for-rent-sector_134-Noida-hall.jpg,,,20.512820512820515
5 BHK Villa for rent in Sector 128,https://housing.com/rent/16388241-5500-sqft-5-bhk-villa-on-rent-in-sector-128-noida,Jaypee Kingswood Oriental,170001,5500.0,Semi furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/0a44e29fb55a3563b690fcede6b631af/v0/large/5_bhk_villa-for-rent-sector_128-Noida-hall.jpg,,,30.90927272727273
3.5 BHK Flat for rent in Sector 79,https://housing.com/rent/16690829-1700-sqft-3.5-bhk-apartment-on-rent-in-sector-79-noida,Urbtech Hilston,34000,1700.0,Semi furnished,Noida,Sector 79,https://housing-images.n7net.in/01c16c28/305bee4ec778731593cfc27f425ecba4/v0/large/3.5_bhk_apartment-for-rent-sector_79_noida-Noida-hall.jpg,,,20.0
3.5 BHK Flat for rent in Sector 78,https://housing.com/rent/16696511-1510-sqft-3.5-bhk-apartment-on-rent-in-sector-78-noida,Sikka Karmic Greens,30000,1510.0,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/1d3c5dbc38ba77f7110d47ef8df78fb6/v0/large/3.5_bhk_apartment-for-rent-sector_78_noida-Noida-hall.jpg,,,19.867549668874172
4 BHK Flat for rent in Sector 75,https://housing.com/rent/17074337-2497-sqft-4-bhk-apartment-on-rent-in-sector-75-noida,Indosam 75,50000,2497.0,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/2d0b0eff1a0b450d8198b4b2b071b08e/v0/large/4_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,20.024028834601523
2.5 BHK Flat for rent in Sector 76,https://housing.com/rent/17077563-1147-sqft-2.5-bhk-apartment-on-rent-in-sector-76-noida,JM Orchid,31000,1147.0,Semi furnished,Noida,Sector 76,https://housing-images.n7net.in/01c16c28/32576ba0e0080b9d3d963ad1905e0858/v0/large/2.5_bhk_apartment-for-rent-sector_76-Noida-hall.jpg,,,27.027027027027028
2 BHK Flat for rent in Sector 134,https://housing.com/rent/17051452-950-sqft-2-bhk-apartment-on-rent-in-sector-134-noida,Jaypee Kosmos,35000,950.0,Fully furnished,Noida,Sector 134,https://housing-images.n7net.in/01c16c28/05e3a6c157bce3bfab76a7d550068108/v0/large/2_bhk_apartment-for-rent-sector_134-Noida-hall.jpg,,,36.8421052631579
4 BHK Flat for rent in Sector 93B,https://housing.com/rent/16387020-3550-sqft-4-bhk-apartment-on-rent-in-sector-93b-noida,Omaxe The Forest Spa,150000,3550.0,Semi furnished,Noida,Sector 93B,https://housing-images.n7net.in/01c16c28/2B34FA7188554F83BE33CCD7180682C9/v0/large/4_bhk_apartment-for-rent-sector_93b-Noida-living_room.jpg,,,42.25352112676056
3 BHK Flat for rent in Sector 75,https://housing.com/rent/16690771-1895-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,Apex Buildcon Athena,55000,1895.0,Fully furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/17be95fc1282552b883e717e8037193d/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-living_room.jpg,,,29.023746701846967
2.5 BHK Flat for rent in Sector 78,https://housing.com/rent/16690808-1150-sqft-2.5-bhk-apartment-on-rent-in-sector-78-noida,Nimbus Hyde Park,26000,1150.0,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/3149d04f7c84a404108adf08b61739c2/v0/large/2.5_bhk_apartment-for-rent-sector_78_noida-Noida-hall.jpg,,,22.608695652173914
2 BHK Flat for rent in Sector 77,https://housing.com/rent/17047707-855-sqft-2-bhk-apartment-on-rent-in-sector-77-noida,The Antriksh Kanball 3G,22000,855.0,Semi furnished,Noida,Sector 77,https://housing-images.n7net.in/01c16c28/6bd85b160dcae5138eef2483cc26c7a5/v0/large/2_bhk_apartment-for-rent-sector_77_noida_1-Noida-hall.jpg,,,25.730994152046783
3 BHK Flat for rent in Sector 70,https://housing.com/rent/17056735-1480-sqft-3-bhk-apartment-on-rent-in-sector-70-noida,Amrapali Pan Oasis,32000,1480.0,Semi furnished,Noida,Sector 70,https://housing-images.n7net.in/01c16c28/b5956ae1e53d6cdc6ddd9b4adb5b2a3a/v0/large/3_bhk_apartment-for-rent-sector_70-Noida-hall.jpg,,,21.62162162162162
3 BHK Flat for rent in Sector 79,https://housing.com/rent/16642160-1700-sqft-3-bhk-apartment-on-rent-in-sector-79-noida,Gaursons Sports Wood,55000,1700.0,Fully furnished,Noida,Sector 79,https://housing-images.n7net.in/01c16c28/1f2d0781faff71275961812a3d16cc56/v0/large/3_bhk_apartment-for-rent-sector_79_noida-Noida-hall.jpg,,,32.35294117647059
2 BHK Flat for rent in Sector 75,https://housing.com/rent/17021235-1040-sqft-2-bhk-apartment-on-rent-in-sector-75-noida,Maxblis White House,30000,1040.0,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/15babbc9fcde61e2aea3a793489672ae/v0/large/2_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,28.846153846153847
2 BHK Flat for rent in Sector 75,https://housing.com/rent/17021277-1040-sqft-2-bhk-apartment-on-rent-in-sector-75-noida,Maxblis White House,28000,1040.0,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/15babbc9fcde61e2aea3a793489672ae/v0/large/2_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,26.923076923076923
3 BHK Flat for rent in Sector 77,https://housing.com/rent/17036221-1550-sqft-3-bhk-apartment-on-rent-in-sector-77-noida,Prateek Wisteria,40000,1550.0,Semi furnished,Noida,Sector 77,https://housing-images.n7net.in/01c16c28/37e87ae3287ffacf6367d7a1844bebeb/v0/large/3_bhk_apartment-for-rent-sector_77_noida_1-Noida-hall.jpg,,,25.806451612903224
2 BHK Flat for rent in Sector 78,https://housing.com/rent/17037375-950-sqft-2-bhk-apartment-on-rent-in-sector-78-noida,Nimbus Hyde Park,25000,950.0,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/461d159c90c1ba92d7f300ee027206f6/v0/large/2_bhk_apartment-for-rent-sector_78_noida-Noida-hall.jpg,,,26.31578947368421
2 BHK Flat for rent in Sector 75,https://housing.com/rent/17021252-1040-sqft-2-bhk-apartment-on-rent-in-sector-75-noida,Maxblis White House,32000,1040.0,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/15babbc9fcde61e2aea3a793489672ae/v0/large/2_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,30.76923076923077
2 BHK Flat for rent in Sector 75,https://housing.com/rent/17021271-1040-sqft-2-bhk-apartment-on-rent-in-sector-75-noida,Maxblis White House,29000,1040.0,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/15babbc9fcde61e2aea3a793489672ae/v0/large/2_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,27.884615384615383
3 BHK Flat for rent in Sector 78,https://housing.com/rent/17036121-1685-sqft-3-bhk-apartment-on-rent-in-sector-78-noida,Sunshine Helios,42000,1685.0,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/3ae03ac0059cf3f7d7e02a0655f8b18d/v0/large/3_bhk_apartment-for-rent-sector_78_noida-Noida-hall.jpg,,,24.92581602373887
6 BHK Villa for rent in Sector 133,https://housing.com/rent/15980786-4000-sqft-6-bhk-villa-on-rent-in-sector-133-noida,Not Found,210000,4000.0,Fully furnished,Noida,Sector 133,https://housing-images.n7net.in/01c16c28/12f236add1afeb571375dfafd72ff88c/v0/large/6_bhk_villa-for-rent-sector_133-Shahpur+Govardhanpur+Khadar-hall.jpg,,,52.5
3 BHK Flat for rent in Sector 121,https://housing.com/rent/16615853-2070-sqft-3-bhk-apartment-on-rent-in-sector-121-noida,ABA Cleo County Phase 2,70000,2070.0,Semi furnished,Noida,Sector 121,https://housing-images.n7net.in/01c16c28/f31ac950122bf6cbb643dc0b6f6ba86a/v0/large/3_bhk_apartment-for-rent-sector_121-Noida-living_room.jpg,,,33.81642512077295
3 BHK Flat for rent in Sector 75,https://housing.com/rent/16995400-1495-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,Panchsheel Pratishtha,41000,1495.0,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/3c4f1ba67977b24e55376ce32decaa83/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,27.4247491638796
3.5 BHK Flat for rent in Sector 75,https://housing.com/rent/16300314-1700-sqft-3.5-bhk-apartment-on-rent-in-sector-75-noida,Gardenia Gateway,35000,1700.0,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/40db1521b01cf48b72891dd1540036c0/v0/large/3.5_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,20.58823529411765
4 BHK Flat for rent in Sector 144,https://housing.com/rent/15959814-4800-sqft-4-bhk-apartment-on-rent-in-sector-144-noida,Gulshan Dynasty,210000,4800.0,Semi furnished,Noida,Sector 144,https://housing-images.n7net.in/01c16c28/0dc73ca66a678cc2930aabb874c8f203/v0/large/4_bhk_apartment-for-rent-sector_144-Noida-hall.jpg,,,43.75
3 BHK Independent Builder Floor for rent in Sector 36,https://housing.com/rent/15959889-3200-sqft-3-bhk-independent-floor-on-rent-in-sector-36-noida,Not Found,125000,3200.0,Fully furnished,Noida,Sector 36,https://housing-images.n7net.in/01c16c28/7eeaa9c871002fc6cf72771b74adc13d/v0/large/3_bhk_independent_builder_floor-for-rent-sector_36-Noida-hall.jpg,,,39.0625
3 BHK Flat for rent in Sector 77,https://housing.com/rent/16590247-1695-sqft-3-bhk-apartment-on-rent-in-sector-77-noida,Express Zenith,36000,1695.0,Semi furnished,Noida,Sector 77,https://housing-images.n7net.in/01c16c28/acb23e1758fc95c0ede2714dc491a810/v0/large/3_bhk_apartment-for-rent-sector_77_noida_1-Noida-hall.jpg,,,21.238938053097346
2.5 BHK Flat for rent in Sector 76,https://housing.com/rent/16604937-1147-sqft-2.5-bhk-apartment-on-rent-in-sector-76-noida,JM Orchid,28000,1147.0,Semi furnished,Noida,Sector 76,https://housing-images.n7net.in/01c16c28/21c872573365c63107650d6695c242d2/v0/large/2.5_bhk_apartment-for-rent-sector_76-Noida-hall.jpg,,,24.411508282476024
3 BHK Flat for rent in Sector 79,https://housing.com/rent/16602771-1895-sqft-3-bhk-apartment-on-rent-in-sector-79-noida,Golfgreen Elite Golf Green,48000,1895.0,Semi furnished,Noida,Sector 79,https://housing-images.n7net.in/01c16c28/d142b467e9756520c5199cd52ec3bf3d/v0/large/3_bhk_apartment-for-rent-sector_79_noida-Noida-hall.jpg,,,25.329815303430077
3 BHK Flat for rent in Sector 78,https://housing.com/rent/16602832-2500-sqft-3-bhk-apartment-on-rent-in-sector-78-noida,Mahagun Mezzaria,70000,2500.0,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/7578586f1b1554d8401a343706a0d74e/v0/large/3_bhk_apartment-for-rent-sector_78_noida-Noida-hall.jpg,,,28.0
3 BHK Flat for rent in Sector 168,https://housing.com/rent/15539784-2275-sqft-3-bhk-apartment-on-rent-in-sector-168-noida,Sunworld Arista,45000,2275.0,Semi furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/f11bb933443b4c0a9df3607331c8ef96/v0/large/3_bhk_apartment-for-rent-sector_168-Noida-living_room.jpg,,,19.78021978021978
4 BHK Flat for rent in Sector 110,https://housing.com/rent/16277492-2556-sqft-4-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,47000,2556.0,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/64bcf8b503b649d7b7abe7b9a7fdab40/v0/large/4_bhk_apartment-for-rent-sector_110-Noida-living_room.jpg,,,18.38810641627543
3.5 BHK Flat for rent in Sector 110,https://housing.com/rent/16269074-2150-sqft-3.5-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,43000,2150.0,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/4bbbcb8d56b14473bf31bc34e40b3f29/v0/large/3.5_bhk_apartment-for-rent-sector_110-Noida-living_room.jpg,,,20.0
4 BHK Flat for rent in Sector 110,https://housing.com/rent/16285951-2568-sqft-4-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,47000,2568.0,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/29bca36b182e4485a8f36f758e5ecb3d/v0/large/4_bhk_apartment-for-rent-sector_110-Noida-living_room.jpg,,,18.302180685358255
3.5 BHK Flat for rent in Sector 78,https://housing.com/rent/17123742-1835-sqft-3.5-bhk-apartment-on-rent-in-sector-78-noida,Nimbus Hyde Park,40000,1835.0,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/5bb362cd70094e7285c9ba9c5c0fc261/v0/large/3.5_bhk_apartment-for-rent-sector_78_noida-Noida-living_room.jpg,,,21.798365122615802
2.5 BHK Flat for rent in Sector 78,https://housing.com/rent/17018842-1250-sqft-2.5-bhk-apartment-on-rent-in-sector-78-noida,Mahagun Moderne,34000,1250.0,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/6685dc7147c7b3e9b033a03cd6f2d365/v0/large/2.5_bhk_apartment-for-rent-sector_78_noida-Noida-hall.jpg,,,27.2
3 BHK Flat for rent in Sector 75,https://housing.com/rent/17021304-1747-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,Indosam 75,35000,1747.0,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/1bbd597f569fc480aad9b7e0cbe6a4cc/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,20.03434459072696
4 BHK Flat for rent in Sector 110,https://housing.com/rent/14630620-2794-sqft-4-bhk-apartment-on-rent-in-sector-110-noida-2,3C Lotus Panache Island,54000,2794.0,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/26b0ff57883588c7c9bd1de59623091d/v0/large/4_bhk_apartment-for-rent-sector_110-Noida-hall.jpg,,,19.327129563350034
2 BHK Independent Builder Floor for rent in Sector 41,https://housing.com/rent/16900607-1600-sqft-2-bhk-independent-floor-on-rent-in-sector-41-noida,Not Found,35000,1600.0,Fully furnished,Noida,Sector 41,https://housing-images.n7net.in/01c16c28/13bb8a177fec65a6218e26ceedf23695/v0/large/2_bhk_independent_builder_floor-for-rent-sector_41-Noida-hall.jpg,,,21.875
2.5 BHK Flat for rent in Sector 76,https://housing.com/rent/17040002-1125-sqft-2.5-bhk-apartment-on-rent-in-sector-76-noida,Sethi Max Royal,32000,1125.0,Semi furnished,Noida,Sector 76,https://housing-images.n7net.in/01c16c28/3be3762f8a0d6ac985106407cb41389a/v0/large/2.5_bhk_apartment-for-rent-sector_76-Noida-hall.jpg,,,28.444444444444443
3 BHK Independent Builder Floor for rent in Sector 41,https://housing.com/rent/17042732-2000-sqft-3-bhk-independent-floor-on-rent-in-sector-41-noida,Not Found,38000,2000.0,Semi furnished,Noida,Sector 41,https://housing-images.n7net.in/01c16c28/0601ca07fd12f8d207419f397bcec0f7/v0/large/3_bhk_independent_builder_floor-for-rent-sector_41-Noida-hall.jpg,,,19.0
2 BHK Flat for rent in Sector 134,https://housing.com/rent/17045739-950-sqft-2-bhk-apartment-on-rent-in-sector-134-noida,Jaypee Kosmos,40000,950.0,Fully furnished,Noida,Sector 134,https://housing-images.n7net.in/01c16c28/90ed97e87733aeecefc870e902085ae9/v0/large/2_bhk_apartment-for-rent-sector_134-Noida-hall.jpg,,,42.10526315789474
4 BHK Flat for rent in Sector 137,https://housing.com/rent/16423207-2645-sqft-4-bhk-apartment-on-rent-in-sector-137-noida,Gulshan Vivante,60000,2645.0,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/99fbe36681e1112902022d133395f4d6/v0/large/4_bhk_apartment-for-rent-sector_137-Kulesara-hall.jpg,,,22.68431001890359
2 BHK Flat for rent in Sector 93B,https://housing.com/rent/16423540-1100-sqft-2-bhk-apartment-on-rent-in-sector-93b-noida,Grand Omaxe,30000,1100.0,Semi furnished,Noida,Sector 93B,https://housing-images.n7net.in/01c16c28/32880110d1be767a674cd42893259063/v0/large/2_bhk_apartment-for-rent-sector_93b-Noida-hall.jpg,,,27.272727272727273
3 BHK Flat for rent in Sector 75,https://housing.com/rent/17072176-1760-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,Maxblis White House,42000,1760.0,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/9bd98bd8a40f0cd349152855cd57cd39/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,23.863636363636363
2 BHK Flat for rent in Sector 76,https://housing.com/rent/17072372-1220-sqft-2-bhk-apartment-on-rent-in-sector-76-noida,Aditya Celebrity Homes,26000,1220.0,Semi furnished,Noida,Sector 76,https://housing-images.n7net.in/01c16c28/3213586bbc719032b1265ca67c8a92c0/v0/large/2_bhk_apartment-for-rent-sector_76-Noida-bedroom.jpg,,,21.311475409836067
2 BHK Flat for rent in Sector 76,https://housing.com/rent/17073486-1110-sqft-2-bhk-apartment-on-rent-in-sector-76-noida,Aditya Celebrity Homes,27000,1110.0,Semi furnished,Noida,Sector 76,https://housing-images.n7net.in/01c16c28/513e7227d83fe7e6ea6392fffee4ef9a/v0/large/2_bhk_apartment-for-rent-sector_76-Noida-hall.jpg,,,24.324324324324323
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16423072-1560-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Exotica Fresco,33000,1560.0,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/d43dbd5edb475c7914b37edded2fde17/v0/large/3_bhk_apartment-for-rent-sector_137-Kulesara-hall.jpg,,,21.153846153846153
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16423249-1950-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Purvanchal Royal Park,60000,1950.0,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/f1ec4215b08d76708ea1999c85bcb4c3/v0/large/3_bhk_apartment-for-rent-sector_137-Kulesara-hall.jpg,,,30.76923076923077
2 BHK Flat for rent in Sector 93B,https://housing.com/rent/16423514-1100-sqft-2-bhk-apartment-on-rent-in-sector-93b-noida,Grand Omaxe,40000,1100.0,Fully furnished,Noida,Sector 93B,https://housing-images.n7net.in/01c16c28/07e40b6e6d281313988e1f8c5bd59339/v0/large/2_bhk_apartment-for-rent-sector_93b-Noida-hall.jpg,,,36.36363636363637
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16423719-1315-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Purvanchal Royal Park,29000,1315.0,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/09af1946b8113e0d951fb01230f1a952/v0/large/3_bhk_apartment-for-rent-sector_137-Kulesara-hall.jpg,,,22.0532319391635
3 BHK Flat for rent in Sector 120,https://housing.com/rent/17067808-1325-sqft-3-bhk-apartment-on-rent-in-sector-120-noida,Amrapali Zodiac,30000,1325.0,Fully furnished,Noida,Sector 120,https://housing-images.n7net.in/01c16c28/9414737ec73571b96bbb5019fb909f27/v0/large/3_bhk_apartment-for-rent-sector_120-Noida-hall.jpg,,,22.641509433962263
3 BHK Independent Builder Floor for rent in Sector 52,https://housing.com/rent/17072237-1500-sqft-3-bhk-independent-floor-on-rent-in-sector-52-noida,Ridge 52,33000,1500.0,Un-furnished,Noida,Sector 52,https://housing-images.n7net.in/01c16c28/9bd98bd8a40f0cd349152855cd57cd39/v0/large/3_bhk_independent_builder_floor-for-rent-sector_52_noida-Noida-hall.jpg,,,22.0
3 BHK Flat for rent in Sector 34,https://housing.com/rent/17072294-1275-sqft-3-bhk-apartment-on-rent-in-sector-34-noida,Supertech 34 Pavilion,33000,1275.0,Un-furnished,Noida,Sector 34,https://housing-images.n7net.in/01c16c28/8388e738467a7cd0fb6aef2304bf73fb/v0/large/3_bhk_apartment-for-rent-sector_34_noida-Noida-hall.jpg,,,25.88235294117647
2 BHK Flat for rent in Sector 143,https://housing.com/rent/16395418-990-sqft-2-bhk-apartment-on-rent-in-sector-143-noida,Logix Blossom Zest,25000,990.0,Semi furnished,Noida,Sector 143,https://housing-images.n7net.in/01c16c28/4759754682513235356e2980ffd2966c/v0/large/2_bhk_apartment-for-rent-sector_143-Noida-hall.jpg,,,25.252525252525253
2 BHK Independent House for rent in Sector 83,https://housing.com/rent/16390365-1100-sqft-2-bhk-independent-house-on-rent-in-sector-144-noida,Not Found,25000,1100.0,Semi furnished,Noida,Sector 83,https://housing-images.n7net.in/01c16c28/4274a02d908e7c0159953503a5a5d087/v0/large/2_bhk_independent_house-for-rent-sector_83_noida-Noida-hall.jpg,,,22.727272727272727
2 BHK Flat for rent in Sector 168,https://housing.com/rent/17010897-915-sqft-2-bhk-apartment-on-rent-in-sector-168-noida,The 3C Lotus Zing,36000,915.0,Fully furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/12a98fe7277c442c87d4f87770011af1/v0/large/2_bhk_apartment-for-rent-sector_168-Noida-bedroom_one.jpg,,,39.34426229508197
2.5 BHK Flat for rent in Sector 75,https://housing.com/rent/16584448-1310-sqft-2.5-bhk-apartment-on-rent-in-sector-75-noida,Panchsheel Pratishtha,32000,1310.0,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/3cb4aa06b610d28a0eb60915b1f5a034/v0/large/2.5_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,24.427480916030536
3 BHK Flat for rent in Sector 75,https://housing.com/rent/16584590-1785-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,Aims Golf Avenue 2,37000,1785.0,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/23d380b1b53cd21b505a8498093b895b/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,20.72829131652661
3 BHK Flat for rent in Sector 75,https://housing.com/rent/16584008-2099-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,Apex Buildcon Athena,48000,2099.0,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/05209cfc7b0e45f64099979fdf3334e4/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,22.868032396379228
3 BHK Flat for rent in Sector 75,https://housing.com/rent/16586693-1350-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,Gardenia Golf City,45000,1350.0,Fully furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/05209cfc7b0e45f64099979fdf3334e4/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,33.333333333333336
2 BHK Flat for rent in Sector 134,https://housing.com/rent/16836870-950-sqft-2-bhk-apartment-on-rent-in-sector-134-noida,Jaypee Kosmos,32000,950.0,Fully furnished,Noida,Sector 134,https://housing-images.n7net.in/01c16c28/ba9aa1f0f973410f69c895f34648d515/v0/large/2_bhk_apartment-for-rent-sector_134-Noida-hall.jpg,,,33.68421052631579
3 BHK Flat for rent in Sector 75,https://housing.com/rent/16584178-1495-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,Panchsheel Pratishtha,40000,1495.0,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/07b1f69416826ca01af7e85ddb92271d/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,26.755852842809364
3 BHK Flat for rent in Sector 75,https://housing.com/rent/16584291-2050-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,Panchsheel Pratishtha,50000,2050.0,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/05209cfc7b0e45f64099979fdf3334e4/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,24.390243902439025
3.5 BHK Flat for rent in Sector 77,https://housing.com/rent/16583534-1885-sqft-3.5-bhk-apartment-on-rent-in-sector-77-noida,Civitech Sampriti,42000,1885.0,Semi furnished,Noida,Sector 77,https://housing-images.n7net.in/01c16c28/543b4eb3f2b882865244e0fa7fe97a24/v0/large/3.5_bhk_apartment-for-rent-sector_77_noida_1-Noida-hall.jpg,,,22.281167108753316
3 BHK Flat for rent in Sector 75,https://housing.com/rent/16584715-1455-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,Aims Golf Avenue 2,38000,1455.0,Fully furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/23d380b1b53cd21b505a8498093b895b/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,26.116838487972508
2 BHK Flat for rent in Sector 134,https://housing.com/rent/16836813-950-sqft-2-bhk-apartment-on-rent-in-sector-134-noida,Jaypee Kosmos,23000,950.0,Semi furnished,Noida,Sector 134,https://housing-images.n7net.in/01c16c28/78344205df63d63907bc2c38225b67ff/v0/large/2_bhk_apartment-for-rent-sector_134-Noida-hall.jpg,,,24.210526315789473
3 BHK Flat for rent in Sector 78,https://housing.com/rent/16576842-1550-sqft-3-bhk-apartment-on-rent-in-sector-78-noida,Mahagun Moderne,40000,1550.0,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/534c4ac6266b468b9c72793ef0d3377e/v0/large/3_bhk_apartment-for-rent-sector_78_noida-Noida-living_room.jpg,,,25.806451612903224
4 BHK Flat for rent in Sector 75,https://housing.com/rent/16578260-2511-sqft-4-bhk-apartment-on-rent-in-sector-75-noida,IVY County,92000,2511.0,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/1bc29546db6c550191685680fb1bc5f4/v0/large/4_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg,,,36.63878932696137
3 BHK Flat for rent in Sector 168,https://housing.com/rent/17006241-2100-sqft-3-bhk-apartment-on-rent-in-sector-168-noida,Sunworld Arista,40000,2100.0,Semi furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/91967d785e13e1904f99984aee80b947/v0/large/3_bhk_apartment-for-rent-sector_168-Noida-bedroom.jpg,,,19.047619047619047
3 BHK Flat for rent in Sector 150,https://housing.com/rent/17012944-1285-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,26000,1285.0,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/cb1bc80851242426efbf3155f4c75e3b/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-hall.jpg,,,20.233463035019454
