title,link,subtitle,price,area,property_details
3.5 BHK Flat for rent in Sector B Ansal API,https://housing.com/rent/17176716-1500-sqft-3.5-bhk-apartment-on-rent-in-sultanpur-road-lucknow,Celibritey Green,"₹50,000",1500 sq.ft,Fully furnished
3 BHK Flat for rent in Gomti Nagar,https://housing.com/rent/17173118-1600-sqft-3-bhk-apartment-on-rent-in-gomti-nagar-lucknow,Sharda Appartment,"₹35,000",1600 sq.ft,Fully furnished
2 BHK Independent House for rent in Ashiyana,https://housing.com/rent/16658158-2500-sqft-2-bhk-independent-house-on-rent-in-ashiyana-lucknow,Not Found,"₹24,000",2500 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16658164-1935-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹15,000",1935 sq.ft,Semi furnished
2 BHK Independent House for rent in Ashiyana,https://housing.com/rent/16154715-2500-sqft-2-bhk-independent-house-on-rent-in-lda-colony-lucknow,Not Found,"₹20,000",2500 sq.ft,Fully furnished
4 BHK Villa for rent in Gomti Nagar,https://housing.com/rent/17136627-5000-sqft-4-bhk-villa-on-rent-in-gomti-nagar-lucknow,Ansal Sushant Golf City,"₹1,35,000",5000 sq.ft,Fully furnished
3 BHK Flat for rent in Sushant Golf City,https://housing.com/rent/15827694-1550-sqft-3-bhk-apartment-on-rent-in-sultanpur-road-lucknow,Pardos Okas Residency,"₹28,000",1550 sq.ft,Fully furnished
3 BHK Flat for rent in Gomti Nagar,https://housing.com/rent/15639277-1650-sqft-3-bhk-apartment-on-rent-in-sultanpur-road-lucknow,Omaxe The Palace,"₹56,000",1650 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/16153621-2152-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹17,000",2152 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Sharda Nagar,https://housing.com/rent/16154752-2000-sqft-2-bhk-independent-floor-on-rent-in-sharda-nagar-lucknow,Not Found,"₹18,000",2000 sq.ft,Semi furnished
4 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16040400-2100-sqft-4-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Eldeco Saubhagyam Phase 2,"₹24,000",2100 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/15807356-1000-sqft-1-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹18,000",1000 sq.ft,Fully furnished
2 BHK Flat for rent in Roberts Lines,https://housing.com/rent/15583158-1250-sqft-2-bhk-apartment-on-rent-in-roberts-lines-lucknow,UP Awas Evam Vikas Parishad UPAVP Vrindavan Yojna,"₹16,000",1250 sq.ft,Semi furnished
3 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/17080664-1900-sqft-3-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹30,000",1900 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/17077657-1250-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹18,000",1250 sq.ft,Semi furnished
2 BHK Independent House for rent in Gomti Nagar,https://housing.com/rent/17077684-1250-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹20,000",1250 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/17077848-1000-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹12,000",1000 sq.ft,Semi furnished
3 BHK Independent House for rent in Gomti Nagar,https://housing.com/rent/17080645-1800-sqft-3-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹26,000",1800 sq.ft,Semi furnished
2 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16040876-1200-sqft-2-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Gold Star Homes Phase II,"₹15,000",1200 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/16597884-1500-sqft-1-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹18,000",1500 sq.ft,Fully furnished
1 RK Independent Builder Floor for rent in Gomti Nagar Extension,https://housing.com/rent/17075823-300-sqft-1-rk-independent-floor-on-rent-in-gomti-nagar-extension-lucknow,DLF My Pad,"₹17,000",300 sq.ft,Fully furnished
3 BHK Flat for rent in Baraulikhalilabad,https://housing.com/rent/16581188-1689-sqft-3-bhk-apartment-on-rent-in-baraulikhalilabad-lucknow,Not Found,"₹16,000",1689 sq.ft,Semi furnished
2 BHK Independent House for rent in Gomti Nagar,https://housing.com/rent/17032151-1600-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹25,000",1600 sq.ft,Semi furnished
4 BHK Flat for rent in Gomti Nagar Extension,https://housing.com/rent/16684863-2050-sqft-4-bhk-apartment-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹45,000",2050 sq.ft,Fully furnished
3 BHK Flat for rent in Gomti Nagar Extension,https://housing.com/rent/16566818-1850-sqft-3-bhk-apartment-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹58,000",1850 sq.ft,Fully furnished
3 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/17049277-3200-sqft-3-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹21,000",3200 sq.ft,Semi furnished
3 BHK Independent Builder Floor for rent in LDA Colony,https://housing.com/rent/17049286-2500-sqft-3-bhk-independent-floor-on-rent-in-lda-colony-lucknow,Not Found,"₹21,000",2500 sq.ft,Semi furnished
4 BHK Independent House for rent in Sharda Nagar,https://housing.com/rent/17049269-3000-sqft-4-bhk-independent-house-on-rent-in-sharda-nagar-lucknow,Not Found,"₹24,000",3000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/17049337-1500-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹13,000",1500 sq.ft,Semi furnished
2 BHK Flat for rent in Krishna Nagar,https://housing.com/rent/16488863-1000-sqft-2-bhk-apartment-on-rent-in-krishna-nagar-lucknow,Not Found,"₹15,000",1000 sq.ft,Semi furnished
2 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16479755-1250-sqft-2-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹18,000",1250 sq.ft,Semi furnished
4 BHK Independent House for rent in Gomti Nagar,https://housing.com/rent/16385489-4000-sqft-4-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹50,000",4000 sq.ft,Semi furnished
2 BHK Independent House for rent in LDA Colony,https://housing.com/rent/16098858-2500-sqft-2-bhk-independent-house-on-rent-in-lda-colony-lucknow,Not Found,"₹25,000",2500 sq.ft,Semi furnished
3 BHK Flat for rent in Gomti Nagar,https://housing.com/rent/16230097-1750-sqft-3-bhk-apartment-on-rent-in-gomti-nagar-lucknow,One World Pinnacle,"₹45,000",1750 sq.ft,Fully furnished
3 BHK Independent House for rent in Ashiyana,https://housing.com/rent/17049146-2000-sqft-3-bhk-independent-house-on-rent-in-ashiyana-lucknow,Not Found,"₹25,000",2000 sq.ft,Fully furnished
4 BHK Independent House for rent in Ashiyana,https://housing.com/rent/17049162-2400-sqft-4-bhk-independent-house-on-rent-in-ashiyana-lucknow,Not Found,"₹25,000",2400 sq.ft,Fully furnished
3 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/17049168-2000-sqft-3-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹15,000",2000 sq.ft,Semi furnished
2 BHK Flat for rent in Husainganj,https://housing.com/rent/17004418-1000-sqft-2-bhk-apartment-on-rent-in-husainganj-lucknow,Not Found,"₹20,000",1000 sq.ft,Fully furnished
3 BHK Flat for rent in Gomti Nagar Extension,https://housing.com/rent/16093780-1650-sqft-3-bhk-apartment-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹45,000",1650 sq.ft,Fully furnished
2 BHK Flat for rent in Gomti Nagar Extension,https://housing.com/rent/16099519-1400-sqft-2-bhk-apartment-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹35,000",1400 sq.ft,Fully furnished
3 BHK Flat for rent in Gomti Nagar,https://housing.com/rent/16085063-1650-sqft-3-bhk-apartment-on-rent-in-sultanpur-road-lucknow,Omaxe The Palace,"₹55,000",1650 sq.ft,Fully furnished
3 BHK Flat for rent in Ahmamau,https://housing.com/rent/16089301-1450-sqft-3-bhk-apartment-on-rent-in-sultanpur-road-lucknow,Chandra Panorama,"₹55,000",1450 sq.ft,Fully furnished
3 BHK Flat for rent in Arjunganj,https://housing.com/rent/16089411-2050-sqft-3-bhk-apartment-on-rent-in-sultanpur-road-lucknow,MI Retreat Centre,"₹45,000",2050 sq.ft,Fully furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16093493-1417-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Vihaan Heights,"₹40,000",1417 sq.ft,Fully furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16077586-1425-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Azeagaia Azea Botanica,"₹30,000",1425 sq.ft,Semi furnished
3 BHK Flat for rent in Gomti Nagar,https://housing.com/rent/17023210-1360-sqft-3-bhk-apartment-on-rent-in-gomti-nagar-lucknow,Omaxe The Palace,"₹60,000",1360 sq.ft,Fully furnished
3 BHK Flat for rent in Sector B Ansal API,https://housing.com/rent/15891437-1600-sqft-3-bhk-apartment-on-rent-in-sector-b-ansal-api-lucknow,Not Found,"₹45,000",1600 sq.ft,Fully furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/15895947-1655-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Azeagaia Azea Botanica,"₹30,000",1655 sq.ft,Semi furnished
3 BHK Flat for rent in Sector B Ansal API,https://housing.com/rent/15829665-1600-sqft-3-bhk-apartment-on-rent-in-sector-b-ansal-api-lucknow,Not Found,"₹28,000",1600 sq.ft,Fully furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/15792451-1550-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Azeagaia Azea Botanica,"₹27,500",1550 sq.ft,Semi furnished
4 BHK Flat for rent in Gomti Nagar Extension,https://housing.com/rent/17019252-1850-sqft-4-bhk-apartment-on-rent-in-gomti-nagar-extension-lucknow,Rishita Manhattan,"₹50,000",1850 sq.ft,Fully furnished
3 BHK Flat for rent in Gomti Nagar,https://housing.com/rent/17014064-1375-sqft-3-bhk-apartment-on-rent-in-gomti-nagar-lucknow,Omaxe The Palace,"₹50,000",1375 sq.ft,Fully furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/15327938-1550-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹28,200",1550 sq.ft,Semi furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/17019629-1769-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Arsha Sumangalam,"₹35,000",1769 sq.ft,Semi furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/15017434-1700-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow-2,Azeagaia Azea Botanica,"₹32,000",1700 sq.ft,Semi furnished
2 BHK Independent House for rent in Gomti Nagar Extension,https://housing.com/rent/16963157-1600-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹21,000",1600 sq.ft,Semi furnished
3 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/16586161-2200-sqft-3-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹26,000",2200 sq.ft,Semi furnished
2 BHK Flat for rent in Sector B Ansal API,https://housing.com/rent/14584133-1300-sqft-2-bhk-apartment-on-rent-in-sector-b-ansal-api-lucknow,Not Found,"₹35,000",1300 sq.ft,Fully furnished
2 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16565795-800-sqft-2-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Tejas Greenberry Signatures,"₹15,000",800 sq.ft,Semi furnished
2 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/14328101-1650-sqft-2-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹24,500",1650 sq.ft,Fully furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/14328832-1800-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹20,000",1800 sq.ft,Semi furnished
3 BHK Flat for rent in Ahmamau,https://housing.com/rent/16948632-1700-sqft-3-bhk-apartment-on-rent-in-ahmamau-lucknow,Paarth Aadyant,"₹25,000",1700 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/16948767-2152-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹21,000",2152 sq.ft,Semi furnished
6 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/15898930-2500-sqft-6-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹38,000",2500 sq.ft,Semi furnished
2 BHK Flat for rent in Arjunganj,https://housing.com/rent/16927113-1400-sqft-2-bhk-apartment-on-rent-in-arjunganj-lucknow,Not Found,"₹18,000",1400 sq.ft,Semi furnished
2 BHK Flat for rent in Roberts Lines,https://housing.com/rent/15766494-1280-sqft-2-bhk-apartment-on-rent-in-roberts-lines-lucknow,UP Awas Evam Vikas Parishad UPAVP Vrindavan Yojna,"₹20,000",1280 sq.ft,Fully furnished
3 BHK Flat for rent in Mohammadpur Chauki,https://housing.com/rent/16957350-1350-sqft-3-bhk-apartment-on-rent-in-mohammadpur-chauki-lucknow,Shalimar Mannat,"₹25,000",1350 sq.ft,Fully furnished
3 BHK Flat for rent in Gomti Nagar,https://housing.com/rent/16957345-1450-sqft-3-bhk-apartment-on-rent-in-gomti-nagar-lucknow,Omaxe The Palace,"₹32,000",1450 sq.ft,Semi furnished
12 BHK Villa for rent in Sector B Ansal API,https://housing.com/rent/16957361-11000-sqft-12-bhk-villa-on-rent-in-sector-b-ansal-api-lucknow,Not Found,"₹1,60,000",11000 sq.ft,Semi furnished
3 BHK Independent House for rent in Jankipuram,https://housing.com/rent/16939334-2000-sqft-3-bhk-independent-house-on-rent-in-jankipuram-lucknow,Oro City Extension,"₹22,000",2000 sq.ft,Semi furnished
3 BHK Flat for rent in Kamta,https://housing.com/rent/16900017-1500-sqft-3-bhk-apartment-on-rent-in-chinhat-tiraha-lucknow,Amna Rolex Estate,"₹25,000",1500 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/16946618-1800-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹22,000",1800 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/16949763-1450-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Dev Shakti,"₹23,000",1450 sq.ft,Fully furnished
1 RK Flat for rent in Arjunganj,https://housing.com/rent/15628972-370-sqft-1-rk-apartment-on-rent-in-arjunganj-lucknow,Not Found,"₹15,000",370 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/16877537-1400-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹25,000",1400 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/16877701-1500-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹25,000",1500 sq.ft,Fully furnished
3 BHK Flat for rent in Gomti Nagar Extension,https://housing.com/rent/16461217-1950-sqft-3-bhk-apartment-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹40,000",1950 sq.ft,Fully furnished
4 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16937255-2000-sqft-4-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Eldeco Saubhagyam Phase 2,"₹24,000",2000 sq.ft,Semi furnished
2 BHK Flat for rent in Ahmamau,https://housing.com/rent/16916745-1450-sqft-2-bhk-apartment-on-rent-in-sultanpur-road-lucknow,M I Regal Court,"₹45,000",1450 sq.ft,Fully furnished
1 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/16877684-1000-sqft-1-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹16,100",1000 sq.ft,Fully furnished
2 BHK Independent House for rent in Gomti Nagar Extension,https://housing.com/rent/16877665-1800-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹30,000",1800 sq.ft,Fully furnished
3 BHK Independent House for rent in Ashiyana,https://housing.com/rent/16444038-2000-sqft-3-bhk-independent-house-on-rent-in-ashiyana-lucknow,Not Found,"₹22,000",2000 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Kamta,https://housing.com/rent/16893793-2152-sqft-2-bhk-independent-floor-on-rent-in-chinhat-tiraha-lucknow,Raghunandan Ashiyana,"₹25,000",2152 sq.ft,Semi furnished
3 BHK Flat for rent in Mohammadpur Chauki,https://housing.com/rent/16896067-1450-sqft-3-bhk-apartment-on-rent-in-mohammadpur-chauki-lucknow,Shalimar Mannat,"₹25,000",1450 sq.ft,Fully furnished
3 BHK Flat for rent in Gomti Nagar,https://housing.com/rent/16893198-1800-sqft-3-bhk-apartment-on-rent-in-gomti-nagar-lucknow,Rohit Heights,"₹40,000",1800 sq.ft,Semi furnished
3 BHK Flat for rent in Gomti Nagar Extension,https://housing.com/rent/16893283-1450-sqft-3-bhk-apartment-on-rent-in-gomti-nagar-extension-lucknow,Rishita Manhattan,"₹30,000",1450 sq.ft,Fully furnished
3 BHK Flat for rent in Gomti Nagar,https://housing.com/rent/16893557-1450-sqft-3-bhk-apartment-on-rent-in-gomti-nagar-lucknow,Omaxe The Palace,"₹32,000",1450 sq.ft,Semi furnished
3 BHK Flat for rent in Gomti Nagar Extension,https://housing.com/rent/16892921-1450-sqft-3-bhk-apartment-on-rent-in-gomti-nagar-extension-lucknow,Rishita Manhattan,"₹35,000",1450 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/16895992-1450-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Shalimar Vista,"₹35,000",1450 sq.ft,Fully furnished
3 BHK Flat for rent in Sector B Ansal API,https://housing.com/rent/16855961-1650-sqft-3-bhk-apartment-on-rent-in-sector-b-ansal-api-lucknow,Not Found,"₹35,000",1650 sq.ft,Fully furnished
3 BHK Independent House for rent in Ashiyana,https://housing.com/rent/16908055-3200-sqft-3-bhk-independent-house-on-rent-in-ashiyana-lucknow,Not Found,"₹21,000",3200 sq.ft,Semi furnished
3 BHK Independent Builder Floor for rent in LDA Colony,https://housing.com/rent/16908074-2500-sqft-3-bhk-independent-floor-on-rent-in-lda-colony-lucknow,Not Found,"₹20,000",2500 sq.ft,Semi furnished
3 BHK Independent House for rent in Sharda Nagar,https://housing.com/rent/16908042-2500-sqft-3-bhk-independent-house-on-rent-in-sharda-nagar-lucknow,Not Found,"₹25,000",2500 sq.ft,Semi furnished
4 BHK Flat for rent in Gomti Nagar Extension,https://housing.com/rent/16351574-2500-sqft-4-bhk-apartment-on-rent-in-gomti-nagar-lucknow,Rohtas Presidential Tower,"₹72,000",2500 sq.ft,Fully furnished
2 BHK Independent House for rent in Gomti Nagar,https://housing.com/rent/16276125-1800-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹25,000",1800 sq.ft,Semi furnished
4.5 BHK Independent House for rent in Ashiyana,https://housing.com/rent/16885910-4000-sqft-4.5-bhk-independent-house-on-rent-in-ashiyana-lucknow,Not Found,"₹42,000",4000 sq.ft,Semi furnished
3 BHK Independent House for rent in LDA Colony,https://housing.com/rent/16885912-2500-sqft-3-bhk-independent-house-on-rent-in-lda-colony-lucknow,Not Found,"₹20,000",2500 sq.ft,Semi furnished
2 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/16885918-1317-sqft-2-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Gurukripa Indraprastha Grand,"₹20,000",1317 sq.ft,Semi furnished
3 BHK Independent Builder Floor for rent in Sharda Nagar,https://housing.com/rent/16885914-2500-sqft-3-bhk-independent-floor-on-rent-in-sharda-nagar-lucknow,Not Found,"₹20,000",2500 sq.ft,Semi furnished
8 BHK Villa for rent in Gomti Nagar,https://housing.com/rent/16161490-5000-sqft-8-bhk-villa-on-rent-in-gomti-nagar-lucknow,Gomtipuram Villas,"₹70,000",5000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/16161345-1000-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹16,000",1000 sq.ft,Semi furnished
