title,link,subtitle,price,area,property_details
2 BHK Independent House for rent in Dhawa,https://housing.com/rent/12068555-1100-sqft-2-bhk-independent-house-on-rent-in-dhawa-lucknow,Not Found,"₹9,000",1100 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Indira Nagar,https://housing.com/rent/7703116-1000-sqft-2-bhk-independent-floor-on-rent-in-indira-nagar-lucknow-2,Not Found,"₹18,000",1000 sq.ft,Semi furnished
2.5 BHK Villa for rent in Jankipuram,https://housing.com/rent/16173227-3500-sqft-2.5-bhk-villa-on-rent-in-jankipuram-lucknow,Not Found,"₹30,000",3500 sq.ft,Semi furnished
3 BHK Flat for rent in Arjunganj,https://housing.com/rent/17074973-1102-sqft-3-bhk-apartment-on-rent-in-arjunganj-lucknow,Omaxe Waterscapes Phase 1,"₹28,000",1102 sq.ft,Semi furnished
2 BHK Independent House for rent in Jankipuram Extension,https://housing.com/rent/17079493-1800-sqft-2-bhk-independent-house-on-rent-in-jankipuram-extension-lucknow,Residency,"₹15,000",1800 sq.ft,Semi furnished
2 BHK Flat for rent in Alambagh,https://housing.com/rent/2834323-1100-sqft-2-bhk-apartment-on-rent-in-alambagh-lucknow,Not Found,"₹15,000",1100 sq.ft,Semi furnished
4 BHK Independent Builder Floor for rent in Eldeco II,https://housing.com/rent/14675628-1500-sqft-4-bhk-independent-floor-on-rent-in-eldeco-ii-lucknow,Not Found,"₹15,000",1500 sq.ft,Semi furnished
3 BHK Villa for rent in Rajajipuram,https://housing.com/rent/8742917-1600-sqft-3-bhk-villa-on-rent-in-rajajipuram-lucknow-v2,Not Found,"₹16,000",1600 sq.ft,Semi furnished
3 BHK Flat for rent in Aishbagh,https://housing.com/rent/17082114-1630-sqft-3-bhk-apartment-on-rent-in-aishbagh-lucknow,LDA Aishbagh Heights,"₹30,000",1630 sq.ft,Un-furnished
1 BHK Independent Builder Floor for rent in Jankipuram,https://housing.com/rent/13746744-400-sqft-1-bhk-independent-floor-on-rent-in-jankipuram-lucknow,Not Found,"₹7,500",400 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Jankipuram,https://housing.com/rent/17092014-400-sqft-2-bhk-independent-floor-on-rent-in-jankipuram-lucknow,Not Found,"₹12,000",400 sq.ft,Semi furnished
1 BHK Flat for rent in Ekta Nagar,https://housing.com/rent/10816471-1500-sqft-1-bhk-apartment-on-rent-in-ekta-nagar-lucknow,Not Found,"₹4,000",1500 sq.ft,Un-furnished
2 BHK Independent House for rent in Para,https://housing.com/rent/14526215-600-sqft-2-bhk-independent-house-on-rent-in-para-lucknow,Not Found,"₹7,000",600 sq.ft,Un-furnished
2 BHK Independent House for rent in Uattardhona,https://housing.com/rent/17100839-600-sqft-2-bhk-independent-house-on-rent-in-uattardhona-lucknow,Not Found,"₹8,000",600 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Daliganj,https://housing.com/rent/7994993-1200-sqft-2-bhk-independent-floor-on-rent-in-daliganj-lucknow,Not Found,"₹6,000",1200 sq.ft,Semi furnished
1 RK Independent House for rent in Indira Nagar,https://housing.com/rent/17125323-200-sqft-1-rk-independent-house-on-rent-in-indira-nagar-lucknow,Indraprastha Anand,"₹2,500",200 sq.ft,Un-furnished
4 BHK Independent Builder Floor for rent in Alambagh,https://housing.com/rent/14988117-1400-sqft-4-bhk-independent-floor-on-rent-in-alambagh-lucknow,Not Found,"₹15,000",1400 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Kalli Pashchim,https://housing.com/rent/14990963-600-sqft-2-bhk-independent-floor-on-rent-in-kalli-pashchim-lucknow,Omaxe Metro City Phase 5,"₹8,000",600 sq.ft,Un-furnished
2 BHK Flat for rent in Naubasta Kala,https://housing.com/rent/15831237-796-sqft-2-bhk-apartment-on-rent-in-naubasta-kala-lucknow,Touchwood The Woods Naubasta,"₹15,000",796 sq.ft,Semi furnished
2 BHK Independent House for rent in Krishna Nagar,https://housing.com/rent/10487105-1000-sqft-2-bhk-independent-house-on-rent-in-alambagh-lucknow,Not Found,"₹9,000",1000 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Sarojini Nagar,https://housing.com/rent/14978294-2000-sqft-2-bhk-independent-floor-on-rent-in-sarojini-nagar-lucknow-v2,Not Found,"₹10,000",2000 sq.ft,Semi furnished
3 BHK Flat for rent in Sushant Golf City,https://housing.com/rent/17058621-1502-sqft-3-bhk-apartment-on-rent-in-golf-city-lucknow,Pardos Okas Residency,"₹19,000",1502 sq.ft,Semi furnished
1 BHK Independent Builder Floor for rent in Kundari Rakabganj,https://housing.com/rent/17062767-700-sqft-1-bhk-independent-floor-on-rent-in-kundari-rakabganj-lucknow,Not Found,"₹7,500",700 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar Extension,https://housing.com/rent/17058357-800-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-extension-lucknow,Neelendras Amity Green,"₹5,000",800 sq.ft,Semi furnished
3 BHK Flat for rent in Butler Colony,https://housing.com/rent/17068742-1400-sqft-3-bhk-apartment-on-rent-in-butler-colony-lucknow,Unitech Heritage Apartment,"₹25,000",1400 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar Extension,https://housing.com/rent/17068850-1800-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹18,000",1800 sq.ft,Semi furnished
5 BHK Independent Builder Floor for rent in Daliganj,https://housing.com/rent/17072050-1500-sqft-5-bhk-independent-floor-on-rent-in-daliganj-lucknow,Not Found,"₹30,000",1500 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Aliganj,https://housing.com/rent/17067543-1500-sqft-2-bhk-independent-floor-on-rent-in-aliganj-lucknow,Ravindra Garden,"₹24,000",1500 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Bijnor,https://housing.com/rent/16554727-1000-sqft-2-bhk-independent-floor-on-rent-in-bijnor-lucknow,Swapnil Shaubhagya,"₹8,000",1000 sq.ft,Semi furnished
6 BHK Independent House for rent in Indira Nagar,https://housing.com/rent/17068342-2000-sqft-6-bhk-independent-house-on-rent-in-indira-nagar-lucknow,Not Found,"₹70,000",2000 sq.ft,Semi furnished
3 BHK Villa for rent in Gomti Nagar,https://housing.com/rent/17068590-2152-sqft-3-bhk-villa-on-rent-in-gomti-nagar-lucknow,Not Found,"₹22,000",2152 sq.ft,Semi furnished
3 BHK Independent Builder Floor for rent in Dubagga,https://housing.com/rent/5696716-1000-sqft-3-bhk-independent-floor-on-rent-in-dubagga-lucknow,Not Found,"₹30,000",1000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Sultanpur Road,https://housing.com/rent/17075294-1800-sqft-2-bhk-independent-floor-on-rent-in-thakurpur-lucknow,Not Found,"₹15,000",1800 sq.ft,Un-furnished
2 BHK Flat for rent in Chowk,https://housing.com/rent/17077716-1000-sqft-2-bhk-apartment-on-rent-in-chowk-lucknow,Not Found,"₹16,000",1000 sq.ft,Semi furnished
1 RK Independent House for rent in Husainganj,https://housing.com/rent/11935410-151-sqft-1-rk-independent-house-on-rent-in-husainganj-lucknow,Not Found,"₹3,000",151 sq.ft,Semi furnished
2 BHK Independent House for rent in Gomti Nagar,https://housing.com/rent/12410592-1000-sqft-2-bhk-independent-house-on-rent-in-gomti-nagar-lucknow-v2,Not Found,"₹15,000",1000 sq.ft,Semi furnished
2 BHK Independent House for rent in Alambagh,https://housing.com/rent/10824306-1100-sqft-2-bhk-independent-house-on-rent-in-alambagh-lucknow,Not Found,"₹7,000",1100 sq.ft,Semi furnished
1 BHK Independent House for rent in Gomti Nagar Extension,https://housing.com/rent/13785471-800-sqft-1-bhk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹7,000",800 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Anora Kala,https://housing.com/rent/17062110-900-sqft-2-bhk-independent-floor-on-rent-in-anora-kala-lucknow,Not Found,"₹9,000",900 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Kamta,https://housing.com/rent/17049535-1504-sqft-2-bhk-independent-floor-on-rent-in-chinhat-tiraha-lucknow,Not Found,"₹10,000",1504 sq.ft,Semi furnished
4 BHK Independent House for rent in Rajajipuram,https://housing.com/rent/17049647-1200-sqft-4-bhk-independent-house-on-rent-in-budheshwar-lucknow,Not Found,"₹10,000",1200 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Kalyanpur (East),https://housing.com/rent/17058154-1000-sqft-2-bhk-independent-floor-on-rent-in-kalyanpur-(east)-lucknow,Not Found,"₹16,000",1000 sq.ft,Semi furnished
3 BHK Flat for rent in Semra,https://housing.com/rent/17057198-1604-sqft-3-bhk-apartment-on-rent-in-semra-lucknow,Viraj BBD Green City Sunbreeze 1,"₹21,000",1604 sq.ft,Semi furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/17063881-1933-sqft-3-bhk-apartment-on-rent-in-vrindavan-yojna-lucknow,Gurukripa Indraprastha Grand,"₹26,000",1933 sq.ft,Semi furnished
2 BHK Independent House for rent in Bijnor,https://housing.com/rent/17063275-1000-sqft-2-bhk-independent-house-on-rent-in-bijnor-lucknow,Not Found,"₹9,000",1000 sq.ft,Semi furnished
3 BHK Independent House for rent in Chinhat,https://housing.com/rent/9459135-1250-sqft-3-bhk-independent-house-on-rent-in-chinhat-lucknow,Not Found,"₹8,000",1250 sq.ft,Semi furnished
2 BHK Flat for rent in Barel,https://housing.com/rent/12553487-1500-sqft-2-bhk-apartment-on-rent-in-barel-barabanki,Not Found,"₹7,000",1500 sq.ft,Fully furnished
2 BHK Flat for rent in Naubasta Kala,https://housing.com/rent/17096200-787-sqft-2-bhk-apartment-on-rent-in-naubasta-kala-lucknow,Touchwood The Woods Naubasta,"₹15,000",787 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Uattardhona,https://housing.com/rent/17104588-1250-sqft-2-bhk-independent-floor-on-rent-in-uattardhona-lucknow,Manas Garden,"₹8,000",1250 sq.ft,Un-furnished
1 RK Independent Builder Floor for rent in Matiyari,https://housing.com/rent/17102894-150-sqft-1-rk-independent-floor-on-rent-in-matiyari-lucknow,Lucknow Royal Royal City Phase 1,"₹3,000",150 sq.ft,Un-furnished
1 BHK Independent House for rent in Krishna Nagar,https://housing.com/rent/17041939-200-sqft-1-bhk-independent-house-on-rent-in-krishna-nagar-lucknow,Not Found,"₹5,500",200 sq.ft,Un-furnished
1 BHK Independent House for rent in Banthra Sikander Pur,https://housing.com/rent/13830658-300-sqft-1-bhk-independent-house-on-rent-in-banthra-sikander-pur--lucknow,Not Found,"₹6,000",300 sq.ft,Semi furnished
3 BHK Independent House for rent in Eldeco II,https://housing.com/rent/17041959-1400-sqft-3-bhk-independent-house-on-rent-in-eldeco-ii-lucknow,Not Found,"₹17,000",1400 sq.ft,Fully furnished
3 BHK Flat for rent in Rajajipuram,https://housing.com/rent/17044427-1500-sqft-3-bhk-apartment-on-rent-in-rajajipuram-lucknow,LDA Kabir Nagar by Lucknow Development Authority,"₹12,000",1500 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Ashiyana,https://housing.com/rent/17049156-1800-sqft-2-bhk-independent-floor-on-rent-in-ashiyana-lucknow,Not Found,"₹13,000",1800 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Krishna Nagar,https://housing.com/rent/17087610-930-sqft-2-bhk-independent-floor-on-rent-in-krishna-nagar-lucknow,Not Found,"₹11,000",930 sq.ft,Fully furnished
3 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/13745383-2500-sqft-3-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow-v2,Not Found,"₹40,000",2500 sq.ft,Un-furnished
4 BHK Flat for rent in Sushant Golf City,https://housing.com/rent/11899741-2086-sqft-4-bhk-apartment-on-rent-in-golf-city-lucknow-v2,Celebrity Meadows Tower M,"₹35,000",2086 sq.ft,Semi furnished
3 BHK Flat for rent in Butler Colony,https://housing.com/rent/17058305-1931-sqft-3-bhk-apartment-on-rent-in-butler-colony-lucknow,Rudra Twin Towers,"₹35,000",1931 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Chinhat,https://housing.com/rent/13610964-1100-sqft-2-bhk-independent-floor-on-rent-in-chinhat-lucknow-v2,Not Found,"₹10,000",1100 sq.ft,Semi furnished
4 BHK Independent Builder Floor for rent in Vikas Nagar,https://housing.com/rent/6843961-2200-sqft-4-bhk-independent-floor-on-rent-in-vikas-nagar-lucknow-2,Not Found,"₹22,000",2200 sq.ft,Semi furnished
2 BHK Independent House for rent in Indira Nagar,https://housing.com/rent/15259641-1650-sqft-2-bhk-independent-house-on-rent-in-indira-nagar-lucknow-v2,Not Found,"₹13,000",1700 sq.ft,Un-furnished
2 BHK Independent House for rent in Nijampur Malhaur,https://housing.com/rent/17071572-1280-sqft-2-bhk-independent-house-on-rent-in-harikansh-garhi-lucknow,Not Found,"₹11,000",1280 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Vikas Nagar,https://housing.com/rent/14139130-1000-sqft-2-bhk-independent-floor-on-rent-in-vikas-nagar-lucknow,Not Found,"₹13,500",1000 sq.ft,Semi furnished
3 BHK Independent Builder Floor for rent in Indira Nagar,https://housing.com/rent/13404220-2000-sqft-3-bhk-independent-floor-on-rent-in-indira-nagar-lucknow,Not Found,"₹30,000",2000 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Indira Nagar,https://housing.com/rent/14039635-1300-sqft-2-bhk-independent-floor-on-rent-in-indira-nagar-lucknow,Not Found,"₹12,000",1300 sq.ft,Semi furnished
1 BHK Independent House for rent in Alambagh,https://housing.com/rent/12311446-550-sqft-1-bhk-independent-house-on-rent-in-alambagh-lucknow,Not Found,"₹9,000",550 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Indira Nagar,https://housing.com/rent/17096540-1800-sqft-2-bhk-independent-floor-on-rent-in-indira-nagar-lucknow,Not Found,"₹20,000",1800 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Jankipuram,https://housing.com/rent/5022394-1500-sqft-2-bhk-independent-floor-on-rent-in-jankipuram-lucknow,Janki Apartment,"₹7,000",1500 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar Extension,https://housing.com/rent/17098739-1250-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹15,000",1250 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Chinhat,https://housing.com/rent/17089564-1200-sqft-2-bhk-independent-floor-on-rent-in-chinhat-lucknow,Not Found,"₹8,000",1200 sq.ft,Semi furnished
2 BHK Independent House for rent in Junab Ganj,https://housing.com/rent/8572493-1000-sqft-2-bhk-independent-house-on-rent-in-junab-ganj-lucknow,AK Dream Green City,"₹10,000",1000 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Adil Nagar,https://housing.com/rent/10895694-650-sqft-2-bhk-independent-floor-on-rent-in-adil-nagar-lucknow,Not Found,"₹7,000",650 sq.ft,Semi furnished
3 BHK Independent Builder Floor for rent in Asharfabad,https://housing.com/rent/17046696-1650-sqft-3-bhk-independent-floor-on-rent-in-bhawaniganj-lucknow,Not Found,"₹13,500",1650 sq.ft,Fully furnished
1 RK Independent Builder Floor for rent in Hasanganj,https://housing.com/rent/10776398-600-sqft-1-rk-independent-floor-on-rent-in-hasanganj-lucknow,Not Found,"₹15,000",600 sq.ft,Semi furnished
2 BHK Flat for rent in Nirala Nagar,https://housing.com/rent/13021997-1400-sqft-2-bhk-apartment-on-rent-in-nirala-nagar-lucknow,Not Found,"₹22,000",1400 sq.ft,Semi furnished
2 BHK Independent House for rent in Jankipuram,https://housing.com/rent/8187267-1300-sqft-2-bhk-independent-house-on-rent-in-jankipuram-lucknow-v2,Not Found,"₹12,500",1300 sq.ft,Semi furnished
2 BHK Flat for rent in Lolai,https://housing.com/rent/11947240-856-sqft-2-bhk-apartment-on-rent-in-lolai-lucknow-v2,Not Found,"₹11,000",856 sq.ft,Un-furnished
2 BHK Independent House for rent in Sushant Golf City,https://housing.com/rent/13702604-600-sqft-2-bhk-independent-house-on-rent-in-golf-city-lucknow,Not Found,"₹12,000",600 sq.ft,Semi furnished
1 RK Villa for rent in Matiyari,https://housing.com/rent/14221803-600-sqft-1-rk-villa-on-rent-in-matiyari-lucknow-v2,Not Found,"₹4,500",600 sq.ft,Fully furnished
1 BHK Independent House for rent in Haibat Mau Mawaiya,https://housing.com/rent/16599958-450-sqft-1-bhk-independent-house-on-rent-in-haibat-mau-mawaiya-lucknow,Not Found,"₹5,000",450 sq.ft,Semi furnished
2 BHK Flat for rent in Qaiserbagh,https://housing.com/rent/15351883-700-sqft-2-bhk-apartment-on-rent-in-qaiserbagh-lucknow,Not Found,"₹12,600",700 sq.ft,Un-furnished
1 RK Independent House for rent in Alambagh,https://housing.com/rent/15887537-190-sqft-1-rk-independent-house-on-rent-in-alambagh-lucknow,Not Found,"₹5,000",190 sq.ft,Fully furnished
4 BHK Duplex for rent in Aurangabad Khalsa,https://housing.com/rent/17029545-1000-sqft-4-bhk-duplex-on-rent-in-aurangabad-khalsa-lucknow,Not Found,"₹18,000",1000 sq.ft,Semi furnished
3.5 BHK Duplex for rent in Ghaila,https://housing.com/rent/17030343-1800-sqft-3.5-bhk-duplex-on-rent-in-ghaila-lucknow,Not Found,"₹40,000",1800 sq.ft,Semi furnished
4 BHK Flat for rent in Aurangabad Khalsa,https://housing.com/rent/17022874-2300-sqft-4-bhk-apartment-on-rent-in-aurangabad-khalsa-lucknow,Not Found,"₹24,000",2300 sq.ft,Un-furnished
3 BHK Villa for rent in Mohammadpur Chauki,https://housing.com/rent/11215528-1500-sqft-3-bhk-villa-on-rent-in-faizabad-road-lucknow,Shalimar Paradise,"₹25,000",1500 sq.ft,Semi furnished
2 BHK Independent House for rent in Vrindavan Yojana,https://housing.com/rent/8811516-1200-sqft-2-bhk-independent-house-on-rent-in-vrindavan-yojna-lucknow,Not Found,"₹15,000",1200 sq.ft,Semi furnished
2 BHK Flat for rent in Dashauli,https://housing.com/rent/3896663-906-sqft-2-bhk-apartment-on-rent-in-dashauli-lucknow-v2,Mega Capital Tower,"₹12,000",906 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Chinhat,https://housing.com/rent/8156469-600-sqft-2-bhk-independent-floor-on-rent-in-chinhat-lucknow-v2,Not Found,"₹20,000",600 sq.ft,Fully furnished
1 BHK Independent Builder Floor for rent in Bangla Bazar,https://housing.com/rent/8201472-1000-sqft-1-bhk-independent-floor-on-rent-in-bangla-bazar-lucknow,Not Found,"₹7,500",1000 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar,https://housing.com/rent/15147657-1250-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-lucknow,Not Found,"₹16,000",1250 sq.ft,Un-furnished
2 BHK Independent House for rent in Kalyanpur (East),https://housing.com/rent/17052322-1500-sqft-2-bhk-independent-house-on-rent-in-kalyanpur-(east)-lucknow,Not Found,"₹12,000",1500 sq.ft,Semi furnished
3 BHK Villa for rent in Anora Kala,https://housing.com/rent/15069890-2400-sqft-3-bhk-villa-on-rent-in-anora-kala-lucknow,Mayfair Villas,"₹30,000",2400 sq.ft,Semi furnished
3 BHK Independent Builder Floor for rent in Rajajipuram,https://housing.com/rent/7530885-1500-sqft-3-bhk-independent-floor-on-rent-in-rajajipuram-lucknow,Not Found,"₹25,000",1500 sq.ft,Semi furnished
1 BHK Flat for rent in Krishna Nagar,https://housing.com/rent/13625102-450-sqft-1-bhk-apartment-on-rent-in-krishna-nagar-lucknow,Not Found,"₹6,500",450 sq.ft,Un-furnished
1 BHK Independent House for rent in Transport Nagar,https://housing.com/rent/15659733-300-sqft-1-bhk-independent-house-on-rent-in-transport-nagar-lucknow,Not Found,"₹4,000",300 sq.ft,Semi furnished
1 RK Independent House for rent in Gomti Nagar,https://housing.com/rent/17077755-600-sqft-1-rk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹5,000",600 sq.ft,Semi furnished
1 BHK Flat for rent in Gomti Nagar Extension,https://housing.com/rent/17078042-600-sqft-1-bhk-apartment-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹9,000",600 sq.ft,Semi furnished
2 BHK Flat for rent in Rahmatnagar,https://housing.com/rent/16034704-1800-sqft-2-bhk-apartment-on-rent-in-rahmatnagar-lucknow,"Rudra Twin Towers, Butler Colony","₹28,000",1800 sq.ft,Fully furnished
3 BHK Flat for rent in Gomti Nagar,https://housing.com/rent/16035126-2000-sqft-3-bhk-apartment-on-rent-in-gomti-nagar-lucknow,LDA Parijat Apartment,"₹35,000",2000 sq.ft,Fully furnished
2 BHK Independent House for rent in Adhar Khera,https://housing.com/rent/14730605-1150-sqft-2-bhk-independent-house-on-rent-in-adhar-khera-lucknow,Not Found,"₹8,000",1150 sq.ft,Semi furnished
2 BHK Independent House for rent in Kalyanpur (West),https://housing.com/rent/12064258-2000-sqft-2-bhk-independent-house-on-rent-in-kalyanpur-(west)-lucknow-2,Not Found,"₹8,000",2000 sq.ft,Semi furnished
2 BHK Independent House for rent in Mohibullapur,https://housing.com/rent/17008793-1400-sqft-2-bhk-independent-house-on-rent-in-mohibullapur-lucknow,Not Found,"₹14,000",1400 sq.ft,Semi furnished
2 BHK Independent House for rent in Haibat Mau Mawaiya,https://housing.com/rent/17015625-1950-sqft-2-bhk-independent-house-on-rent-in-haibat-mau-mawaiya-lucknow,Not Found,"₹22,000",1950 sq.ft,Fully furnished
2 BHK Independent House for rent in Roberts Lines,https://housing.com/rent/17010166-660-sqft-2-bhk-independent-house-on-rent-in-roberts-lines-lucknow,UP Awas Evam Vikas Parishad UPAVP Vrindavan Yojna,"₹13,000",660 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Fazullaganj,https://housing.com/rent/17012769-750-sqft-2-bhk-independent-floor-on-rent-in-fazullaganj-lucknow,Not Found,"₹6,000",750 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Mutkkipur,https://housing.com/rent/17015729-800-sqft-2-bhk-independent-floor-on-rent-in-mutkkipur-lucknow,Eldeco Towne,"₹12,000",800 sq.ft,Un-furnished
3 BHK Independent House for rent in Navi Kot Nandana,https://housing.com/rent/7777445-1000-sqft-3-bhk-independent-house-on-rent-in-navi-kot-nandana-lucknow-v2,Not Found,"₹8,000",1000 sq.ft,Semi furnished
1 BHK Flat for rent in Gomti Nagar,https://housing.com/rent/12864881-465-sqft-1-bhk-apartment-on-rent-in-gomti-nagar-lucknow-v2,Emaar Gomti Greens,"₹15,000",465 sq.ft,Fully furnished
3 BHK Independent House for rent in Aliganj,https://housing.com/rent/10046211-1400-sqft-3-bhk-independent-house-on-rent-in-aliganj-lucknow,Not Found,"₹17,000",1400 sq.ft,Semi furnished
1 BHK Flat for rent in Mutkkipur,https://housing.com/rent/17022305-585-sqft-1-bhk-apartment-on-rent-in-mutkkipur-lucknow,Eldeco Regalia Villa,"₹5,500",585 sq.ft,Un-furnished
3 BHK Flat for rent in Cantonment,https://housing.com/rent/12429435-1200-sqft-3-bhk-apartment-on-rent-in-cantonment-lucknow,Not Found,"₹22,000",1200 sq.ft,Un-furnished
1 RK Independent House for rent in Gomti Nagar,https://housing.com/rent/12664576-250-sqft-1-rk-independent-house-on-rent-in-gomti-nagar-lucknow,Not Found,"₹5,000",250 sq.ft,Semi furnished
3.5 BHK Flat for rent in Gomti Nagar Extension,https://housing.com/rent/17068931-1200-sqft-3.5-bhk-apartment-on-rent-in-gomti-nagar-extension-lucknow,Rishita Manhattan by Rishita Developer,"₹25,000",1200 sq.ft,Un-furnished
3 BHK Flat for rent in Vrindavan Yojana,https://housing.com/rent/9437759-1575-sqft-3-bhk-apartment-on-rent-in-baraulikhalilabad-lucknow,Mangalam Neelkanth Dreamz,"₹15,000",1575 sq.ft,Un-furnished
2 BHK Independent House for rent in Bangla Bazar,https://housing.com/rent/14243455-1150-sqft-2-bhk-independent-house-on-rent-in-bangla-bazar-lucknow,Not Found,"₹15,000",1150 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Kalyanpur (West),https://housing.com/rent/16998641-1250-sqft-2-bhk-independent-floor-on-rent-in-kalyanpur-(west)-lucknow,Not Found,"₹13,000",1250 sq.ft,Fully furnished
2 BHK Flat for rent in Arjunganj,https://housing.com/rent/16999261-1150-sqft-2-bhk-apartment-on-rent-in-arjunganj-lucknow,Omaxe Residency,"₹19,000",1150 sq.ft,Semi furnished
2 BHK Independent House for rent in Telibagh,https://housing.com/rent/17007119-1000-sqft-2-bhk-independent-house-on-rent-in-telibagh-lucknow,Not Found,"₹6,500",1000 sq.ft,Semi furnished
3 BHK Independent House for rent in Vikas Nagar,https://housing.com/rent/15800541-1302-sqft-3-bhk-independent-house-on-rent-in-vikas-nagar-lucknow,Not Found,"₹18,000",1302 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Mohanlalganj,https://housing.com/rent/17014416-1400-sqft-2-bhk-independent-floor-on-rent-in-mohanlalganj-lucknow,DLF Garden City,"₹15,000",1400 sq.ft,Semi furnished
2 BHK Flat for rent in Naubasta Kala,https://housing.com/rent/9850725-797-sqft-2-bhk-apartment-on-rent-in-naubasta-kala-lucknow-v2,Touchwood The Woods Naubasta,"₹12,000",797 sq.ft,Semi furnished
2 BHK Independent Builder Floor for rent in Jankipuram,https://housing.com/rent/17059376-775-sqft-2-bhk-independent-floor-on-rent-in-jankipuram-lucknow,Not Found,"₹9,000",775 sq.ft,Fully furnished
3 BHK Flat for rent in Arjunganj,https://housing.com/rent/17066572-1450-sqft-3-bhk-apartment-on-rent-in-arjunganj-lucknow,Omaxe Residency,"₹23,000",1450 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Gomti Nagar Extension,https://housing.com/rent/17058550-1250-sqft-2-bhk-independent-floor-on-rent-in-gomti-nagar-extension-lucknow,Not Found,"₹15,000",1250 sq.ft,Semi furnished
3 BHK Flat for rent in Baraulikhalilabad,https://housing.com/rent/6806992-950-sqft-3-bhk-apartment-on-rent-in-baraulikhalilabad-lucknow,UPAVP Kailash Enclave,"₹11,000",950 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Preeti Nagar,https://housing.com/rent/9794995-750-sqft-2-bhk-independent-floor-on-rent-in-preeti-nagar-lucknow,Not Found,"₹8,000",750 sq.ft,Un-furnished
2 BHK Flat for rent in Jankipuram,https://housing.com/rent/14723871-1450-sqft-2-bhk-apartment-on-rent-in-jankipuram-lucknow,LDA Janeshwar Enclave,"₹18,000",1450 sq.ft,Un-furnished
2 BHK Independent Builder Floor for rent in Kamta,https://housing.com/rent/13329988-950-sqft-2-bhk-independent-floor-on-rent-in-chinhat-tiraha-lucknow,Not Found,"₹8,000",950 sq.ft,Un-furnished
2 BHK Independent House for rent in Jankipuram,https://housing.com/rent/4856584-2610-sqft-2-bhk-independent-house-on-rent-in-jankipuram-lucknow,Not Found,"₹15,000",2610 sq.ft,Semi furnished
2 BHK Flat for rent in Indira Nagar,https://housing.com/rent/16997962-3000-sqft-2-bhk-apartment-on-rent-in-indira-nagar-lucknow,Not Found,"₹21,000",3000 sq.ft,Fully furnished
2 BHK Independent Builder Floor for rent in Triveni Nagar,https://housing.com/rent/5183406-500-sqft-2-bhk-independent-floor-on-rent-in-triveni-nagar-lucknow,Not Found,"₹7,000",500 sq.ft,Un-furnished
3 BHK Flat for rent in Vasant Kunj,https://housing.com/rent/15340707-1200-sqft-3-bhk-apartment-on-rent-in-vasant-kunj-lucknow,Not Found,"₹25,000",1200 sq.ft,Semi furnished
