title,link,subtitle,price,area,property_details,city,location,first_image_url
2 BHK Flat for rent in Sector 150,https://housing.com/rent/17188356-1085-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,ACE Parkway,32000,1085 sq.ft,Fully furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/3D88535633CD4553A828F05B3C0728E0/v0/large/2_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
2 BHK Flat for rent in Sector 143B,https://housing.com/rent/16865424-940-sqft-2-bhk-apartment-on-rent-in-sector-143b-noida,Sikka Karnam Greens,25000,940 sq.ft,Semi furnished,Noida,Sector 143B,https://housing-images.n7net.in/01c16c28/91aaecab1b7e4a4e8fe56028db1e2962/v0/large/2_bhk_apartment-for-rent-sector_143b-Noida-living_room.jpg
2.5 BHK Flat for rent in Sector 78,https://housing.com/rent/17171835-1250-sqft-2.5-bhk-apartment-on-rent-in-sector-78-noida,Mahagun Moderne,33000,1250 sq.ft,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/fe636326188d48c58262279ddbda28c9/v0/large/2.5_bhk_apartment-for-rent-sector_78_noida-Noida-living_room.jpg
2.5 BHK Flat for rent in Sector 78,https://housing.com/rent/17171886-1290-sqft-2.5-bhk-apartment-on-rent-in-sector-78-noida,Mahagun Moderne,33000,1290 sq.ft,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/e3178de536c64385a244d6865ad610dd/v0/large/2.5_bhk_apartment-for-rent-sector_78_noida-Noida-living_room.jpg
3 BHK Flat for rent in Sector 78,https://housing.com/rent/17171863-1550-sqft-3-bhk-apartment-on-rent-in-sector-78-noida,Mahagun Moderne,38000,1550 sq.ft,Semi furnished,Noida,Sector 78,https://housing-images.n7net.in/01c16c28/9b84a0ee41384d1e92d270aceadf6b8d/v0/large/3_bhk_apartment-for-rent-sector_78_noida-Noida-living_room.jpg
2 BHK Flat for rent in Sector 44,https://housing.com/rent/17118481-1200-sqft-2-bhk-apartment-on-rent-in-sector-44-noida,Defence Enclave,31000,1200 sq.ft,Fully furnished,Noida,Sector 44,https://housing-images.n7net.in/01c16c28/2a2acfdb732ce519f981112ebc220349/v0/large/2_bhk_apartment-for-rent-sector_44-Noida-hall.jpg
1 BHK Flat for rent in Sector 44,https://housing.com/rent/17120460-550-sqft-1-bhk-apartment-on-rent-in-sector-44-noida,Defence Enclave,23000,550 sq.ft,Fully furnished,Noida,Sector 44,https://housing-images.n7net.in/01c16c28/5ca87404fc8ec894e8ad37401dfb5aa0/v0/large/1_bhk_apartment-for-rent-sector_44-Noida-bedroom.jpg
3 BHK Flat for rent in Sector 44,https://housing.com/rent/17105561-1650-sqft-3-bhk-apartment-on-rent-in-sector-44-noida,Defence Enclave,32000,1650 sq.ft,Semi furnished,Noida,Sector 44,https://housing-images.n7net.in/01c16c28/bb255a7fbc10e3e09ad7e29cfb35ebda/v0/large/3_bhk_apartment-for-rent-sector_44-Noida-hall.jpg
2 BHK Flat for rent in Sector 44,https://housing.com/rent/17080594-1000-sqft-2-bhk-apartment-on-rent-in-sector-44-noida,Defence Enclave,21000,1000 sq.ft,Semi furnished,Noida,Sector 44,https://housing-images.n7net.in/01c16c28/8c3b19cde56bf5d00b41117f28d060c6/v0/large/2_bhk_apartment-for-rent-sector_44-Noida-hall.jpg
2 BHK Flat for rent in Sector 44,https://housing.com/rent/17076946-1000-sqft-2-bhk-apartment-on-rent-in-sector-44-noida,Defence Enclave,22000,1000 sq.ft,Semi furnished,Noida,Sector 44,https://housing-images.n7net.in/01c16c28/05455d1cf48fc91aa85dd08bd012f3f4/v0/large/2_bhk_apartment-for-rent-sector_44-Noida-hall.jpg
3 BHK Flat for rent in Sector 44,https://housing.com/rent/14565190-1200-sqft-3-bhk-apartment-on-rent-in-sector-44-noida-2,Defence Enclave,27000,1200 sq.ft,Semi furnished,Noida,Sector 44,https://housing-images.n7net.in/01c16c28/192849ef27356cd279248104d9e0b143/v0/large/3_bhk_apartment-for-rent-sector_44-Noida-hall.jpg
3 BHK Flat for rent in Sector 151,https://housing.com/rent/17011876-1347-sqft-3-bhk-apartment-on-rent-in-sector-151-noida,Jaypee Aman,17000,1347 sq.ft,Semi furnished,Noida,Sector 151,https://housing-images.n7net.in/01c16c28/44e221847db8d7d673ab50b6b2e2bee1/v0/large/3_bhk_apartment-for-rent-sector_151-Aurangabad-hall.jpg
2 BHK Flat for rent in Sector 134,https://housing.com/rent/16774131-1050-sqft-2-bhk-apartment-on-rent-in-sector-134-noida,Jaypee Kosmos,22000,1050 sq.ft,Semi furnished,Noida,Sector 134,https://housing-images.n7net.in/01c16c28/4b6bb2a77cfa4f36aadce3a6bc3969d1/v0/large/2_bhk_apartment-for-rent-sector_134-Noida-living_room.jpg
3 BHK Flat for rent in Sector 129,https://housing.com/rent/17154892-1570-sqft-3-bhk-apartment-on-rent-in-sector-129-noida,Jaypee Klassic,28003,1570 sq.ft,Semi furnished,Noida,Sector 129,https://housing-images.n7net.in/01c16c28/3B45D1CDF38148C8AB1EF09D007E464A/v0/large/3_bhk_apartment-for-rent-sector_129-Noida-living_room.jpg
3 BHK Flat for rent in Sector 74,https://housing.com/rent/17130066-1440-sqft-3-bhk-apartment-on-rent-in-sector-74-noida,Ajnara Grand Heritage,36000,1440 sq.ft,Semi furnished,Noida,Sector 74,https://housing-images.n7net.in/01c16c28/2f0d0b14a0034dd38a0b003a21eed2e9/v0/large/3_bhk_apartment-for-rent-sector_74_noida-Noida-living_room.jpg
2 BHK Flat for rent in Sector 143B,https://housing.com/rent/16992266-1040-sqft-2-bhk-apartment-on-rent-in-sector-143b-noida,Sikka Karnam Greens,25000,1040 sq.ft,Semi furnished,Noida,Sector 143B,https://housing-images.n7net.in/01c16c28/e9381f97a98c406ba2cdf815f8bed8e4/v0/large/2_bhk_apartment-for-rent-sector_143b-Noida-living_room.jpg
3 BHK Flat for rent in Sector 110,https://housing.com/rent/17063407-1528-sqft-3-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,32000,1528 sq.ft,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/da4998a2894f42d9b9949b8eaab5bb5b/v0/large/3_bhk_apartment-for-rent-sector_110-Noida-living_room.jpg
3 BHK Flat for rent in Sector 76,https://housing.com/rent/17167855-1440-sqft-3-bhk-apartment-on-rent-in-sector-76-noida,Sethi Max Royal,30500,1440 sq.ft,Semi furnished,Noida,Sector 76,https://housing-images.n7net.in/01c16c28/70a6d6b64832ee40e1fab2c7579fe12d/v0/large/3_bhk_apartment-for-rent-sector_76-Noida-hall.jpg
3 BHK Flat for rent in Sector 76,https://housing.com/rent/17132944-1440-sqft-3-bhk-apartment-on-rent-in-sector-76-noida,Sethi Max Royal,30000,1440 sq.ft,Semi furnished,Noida,Sector 76,https://housing-images.n7net.in/01c16c28/12cd5bed8f58466abfac00e37ce09e79/v0/large/3_bhk_apartment-for-rent-sector_76-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16676295-1202-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,28000,1202 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/41642e20f39921b0171d72c9dcb808ae/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16701618-2190-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Parkway,52000,2190 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/216571A169844D9590D74187D82F5544/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
4 BHK Flat for rent in Sector 137,https://housing.com/rent/15838797-2494-sqft-4-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,75000,2494 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/eff4ec02197960df7ca84726d1af5b5a/v0/large/4_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/17005879-1202-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,29000,1202 sq.ft,Un-furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/b7b5f25db728752695d37746d9e349e0/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/17177257-890-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Supertech Ecociti,30000,890 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/1d513728046a4b3e9cf8773b619ea7c6/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/17176989-1405-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Supertech Ecociti,28500,1405 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/78f6694796184071b68a9803a3361d9f/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/17177346-1595-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Supertech Ecociti,28000,1595 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/5a83413b170346dca03ca6fc3e5fa781/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/17179066-890-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Supertech Ecociti,25000,890 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/dd6f2ca4fba6409daf58c84d7e0be62a/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2 BHK Flat for rent in Sector 150,https://housing.com/rent/16726162-1095-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Parkway,27000,1095 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/26F3E567D6D54EA4B615CC19D3048BE0/v0/large/2_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16701670-1750-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Parkway,32000,1750 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/8240EE65947248AAA56F9B4D1AAF49EA/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16702301-1345-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Parkway,32000,1345 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/974FD4EDC9004437B8BBA31BED4D0BC5/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
2.5 BHK Flat for rent in Sector 137,https://housing.com/rent/15975127-1418-sqft-2.5-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,30000,1418 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/a96637925eb67e86dfa0657d84e0c914/v0/large/2.5_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16330803-1345-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Parkway,32000,1345 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/4f2250e8/5ee6c6fc803754063cc4cafccf93f1d1/v0/large.jpeg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16472229-1758-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,37000,1758 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/5d7ea97614621e21aba986823c0d38e8/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2 BHK Flat for rent in Sector 150,https://housing.com/rent/15929991-1095-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Parkway,29000,1095 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/4f2250e8/5ee6c6fc803754063cc4cafccf93f1d1/v0/large.jpeg
3 BHK Flat for rent in Sector 110,https://housing.com/rent/17023922-1528-sqft-3-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,31000,1528 sq.ft,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/020b03f582074c6a9125a733d0491a56/v0/large/3_bhk_apartment-for-rent-sector_110-Noida-living_room.jpg
2 BHK Flat for rent in Sector 150,https://housing.com/rent/16701642-1095-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Parkway,30000,1095 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/35853CA993E84238A79B5537E4AEAFBC/v0/large/2_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
2 BHK Flat for rent in Sector 134,https://housing.com/rent/16667995-900-sqft-2-bhk-apartment-on-rent-in-sector-134-noida,Jaypee Kosmos,30000,900 sq.ft,Fully furnished,Noida,Sector 134,https://housing-images.n7net.in/01c16c28/c6395e05e86bf9fd368d80911a58b9be/v0/large/2_bhk_apartment-for-rent-sector_134-Noida-hall.jpg
2 BHK Flat for rent in Sector 134,https://housing.com/rent/16668200-1565-sqft-2-bhk-apartment-on-rent-in-sector-134-noida,Jaypee Kosmos,25000,1565 sq.ft,Semi furnished,Noida,Sector 134,https://housing-images.n7net.in/01c16c28/4abcb28d3865912ff1b658c857fecd79/v0/large/2_bhk_apartment-for-rent-sector_134-Noida-hall.jpg
2 BHK Flat for rent in Sector 134,https://housing.com/rent/16668264-900-sqft-2-bhk-apartment-on-rent-in-sector-134-noida,Jaypee Jaypee Greens Kosmos B Phase 4 Noida,22000,900 sq.ft,Un-furnished,Noida,Sector 134,https://housing-images.n7net.in/01c16c28/ee4dca0dee6db56b01ac9c4c85c7a3dd/v0/large/2_bhk_apartment-for-rent-sector_134-Noida-hall.jpg
2 BHK Flat for rent in Sector 134,https://housing.com/rent/16668336-1165-sqft-2-bhk-apartment-on-rent-in-sector-134-noida,Jaypee Kosmos,21000,1165 sq.ft,Semi furnished,Noida,Sector 134,https://housing-images.n7net.in/01c16c28/4abcb28d3865912ff1b658c857fecd79/v0/large/2_bhk_apartment-for-rent-sector_134-Noida-hall.jpg
3 BHK Flat for rent in Sector 128,https://housing.com/rent/17177730-1820-sqft-3-bhk-apartment-on-rent-in-sector-128-noida,Jaypee Pavilion Court Royale,35000,1820 sq.ft,Semi furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/fde526f0d82243e88b8a647f00d38bb9/v0/large/3_bhk_apartment-for-rent-sector_128-Noida-living_room.jpg
2 BHK Flat for rent in Sector 128,https://housing.com/rent/17179042-1805-sqft-2-bhk-apartment-on-rent-in-sector-128-noida,Jaypee The Kalypso Court,49000,1805 sq.ft,Semi furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/3f404a9d7cf0401c92aa9bed0ca94955/v0/large/2_bhk_apartment-for-rent-sector_128-Asagarpur+Jagir-living_room.jpg
1 RK Flat for rent in Sector 137,https://housing.com/rent/16984075-400-sqft-1-rk-apartment-on-rent-in-sector-137-noida,Supertech Eco Suites,20000,400 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/5fa077b10bcaff69748ce0a087abc275/v0/large/1_rk_apartment-for-rent-sector_137-Noida-bedroom.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/16830570-1758-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,40000,1758 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/60d5fa67b6632665006b9bc86f632c59/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
1 RK Flat for rent in Sector 137,https://housing.com/rent/17147694-445-sqft-1-rk-apartment-on-rent-in-sector-137-noida,Supertech Eco Suites,20000,445 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/843cd8f595504e2fb924b46185e4e626/v0/large/1_rk_apartment-for-rent-sector_137-Noida-bedroom.jpg
4 BHK Flat for rent in Sector 110,https://housing.com/rent/17036426-2794-sqft-4-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,54000,2794 sq.ft,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/46649c85efb0d7473f738638669eece0/v0/large/4_bhk_apartment-for-rent-sector_110-Noida-living_room.jpg
4 BHK Flat for rent in Sector 110,https://housing.com/rent/17023973-2794-sqft-4-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,53000,2794 sq.ft,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/8d1abefccb9040738ea19792ae258d9c/v0/large/4_bhk_apartment-for-rent-sector_110-Noida-living_room.jpg
2 BHK Flat for rent in Sector 75,https://housing.com/rent/17108916-1080-sqft-2-bhk-apartment-on-rent-in-sector-75-noida,Aims Golf Avenue,28000,1080 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/15548784402fcc8c604e7a6fef16ec19/v0/large/2_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
3 BHK Flat for rent in Sector 75,https://housing.com/rent/17087107-1660-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,Dasnac The Jewel of Noida,48000,1660 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/724d2187896f2d9e1b3fcaef4a15625d/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
3 BHK Flat for rent in Sector 75,https://housing.com/rent/17087167-1900-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,Dasnac The Jewel of Noida,52000,1900 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/724d2187896f2d9e1b3fcaef4a15625d/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
3.5 BHK Flat for rent in Sector 150,https://housing.com/rent/15992199-2190-sqft-3.5-bhk-apartment-on-rent-in-sector-150-noida,ACE Group Parkway,48000,2190 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/8041CA5D48D349F3B1B31CAAEE9803E1/v0/large/3.5_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
2 BHK Flat for rent in Sector 75,https://housing.com/rent/16566783-1100-sqft-2-bhk-apartment-on-rent-in-sector-75-noida,Aims Golf Avenue by Aims Group,27000,1100 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/3c694cf429d77345bd4b40a6f3428424/v0/large/2_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
2 BHK Flat for rent in Sector 75,https://housing.com/rent/16558296-1035-sqft-2-bhk-apartment-on-rent-in-sector-75-noida,Aims Golf Avenue,27000,1035 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/8d752f404094081cc9325393fe541661/v0/large/2_bhk_apartment-for-rent-sector_75_noida-Noida-living_room.jpg
2 BHK Flat for rent in Sector 75,https://housing.com/rent/16557790-950-sqft-2-bhk-apartment-on-rent-in-sector-75-noida,Gardenia Golf City,27000,950 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/3f54764ce5951eda0456e0fa2126b7ee/v0/large/2_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
2 BHK Flat for rent in Sector 75,https://housing.com/rent/16558233-930-sqft-2-bhk-apartment-on-rent-in-sector-75-noida,Aims Golf Avenue,27000,930 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/43573f03a45c0bc19a63d34aaabcbf5a/v0/large/2_bhk_apartment-for-rent-sector_75_noida-Noida-living_room.jpg
2 BHK Flat for rent in Sector 75,https://housing.com/rent/16532537-950-sqft-2-bhk-apartment-on-rent-in-sector-75-noida,Gardenia Golf City,25000,950 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/3f54764ce5951eda0456e0fa2126b7ee/v0/large/2_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
3 BHK Flat for rent in Sector 75,https://housing.com/rent/16533359-1350-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,Gardenia Golf City,32000,1350 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/77d0c4f30b12adbf2011c29a9f574fa3/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/16219477-968-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,25000,968 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/9eb48f6eaa7190ec0a56c1445098d1e5/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2 BHK Flat for rent in Sector 75,https://housing.com/rent/16533078-1150-sqft-2-bhk-apartment-on-rent-in-sector-75-noida,Gardenia Golf City,27000,1150 sq.ft,Semi furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/1fe4364971cfeeb9655d41a21f0b251a/v0/large/2_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
3 BHK Flat for rent in Sector 75,https://housing.com/rent/16540604-1350-sqft-3-bhk-apartment-on-rent-in-sector-75-noida,Gardenia Golf City,40000,1350 sq.ft,Fully furnished,Noida,Sector 75,https://housing-images.n7net.in/01c16c28/2d6b125c316262eb610002188747f153/v0/large/3_bhk_apartment-for-rent-sector_75_noida-Noida-hall.jpg
4 BHK Flat for rent in Sector 110,https://housing.com/rent/17024020-2538-sqft-4-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,48000,2538 sq.ft,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/b013272bb0af404ab9255302db936539/v0/large/4_bhk_apartment-for-rent-sector_110-Noida-living_room.jpg
2 BHK Flat for rent in Sector 128,https://housing.com/rent/17154231-1350-sqft-2-bhk-apartment-on-rent-in-sector-128-noida,Jaypee Pavilion Court Royale,28000,1350 sq.ft,Semi furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/12b273def5fb4a528ee53e8d10be0503/v0/large/2_bhk_apartment-for-rent-sector_128-Noida-living_room.jpg
2 BHK Flat for rent in Sector 128,https://housing.com/rent/17162746-1350-sqft-2-bhk-apartment-on-rent-in-sector-128-noida,Jaypee Pavilion Court Royale,31000,1350 sq.ft,Fully furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/cf65044a5e1f48978b09afad2a4cef54/v0/large/2_bhk_apartment-for-rent-sector_128-Noida-bedroom.jpg
2 BHK Flat for rent in Sector 128,https://housing.com/rent/17161118-1350-sqft-2-bhk-apartment-on-rent-in-sector-128-noida,Jaypee Pavilion Court Royale,29000,1350 sq.ft,Semi furnished,Noida,Sector 128,https://housing-images.n7net.in/01c16c28/c9681f4558e949edb8aeb7affd196511/v0/large/2_bhk_apartment-for-rent-sector_128-Noida-living_room.jpg
4 BHK Flat for rent in Sector 110,https://housing.com/rent/16357902-2794-sqft-4-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,55000,2794 sq.ft,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/d30ebcaf7799b82a47f6883ba302a3c8/v0/large/4_bhk_apartment-for-rent-sector_110-Noida-bedroom_two.jpg
4 BHK Flat for rent in Sector 110,https://housing.com/rent/16322661-2568-sqft-4-bhk-apartment-on-rent-in-sector-110-noida,The 3C Lotus Panache,46000,2568 sq.ft,Semi furnished,Noida,Sector 110,https://housing-images.n7net.in/01c16c28/79b5777c7cd84f1e362a42bc1754e53a/v0/large/4_bhk_apartment-for-rent-sector_110-Noida-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/15838018-1654-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Logix Blossom County,38000,1654 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/819d8822fd1d255b672ffdba67096b15/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
2 BHK Flat for rent in Sector 137,https://housing.com/rent/17005801-825-sqft-2-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,21000,825 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/1c05b57a466586630c0ce157060ee6d3/v0/large/2_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
1 RK Flat for rent in Sector 137,https://housing.com/rent/17123035-425-sqft-1-rk-apartment-on-rent-in-sector-137-noida,Supertech Ecociti,19000,425 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/90e1a06c3c40394fccc008d6dacc6210/v0/large/1_rk_apartment-for-rent-sector_137-Noida-bedroom.jpg
1 BHK Flat for rent in Sector 137,https://housing.com/rent/17046949-450-sqft-1-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,18500,450 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/cdc44d595f37943c9ff52be31ca71380/v0/large/1_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
1 BHK Flat for rent in Sector 137,https://housing.com/rent/16684702-450-sqft-1-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,19000,450 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/83cf09dfbe7ca47a01a90c21ea82fee5/v0/large/1_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
3 BHK Flat for rent in Sector 137,https://housing.com/rent/17005871-1265-sqft-3-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,25000,1265 sq.ft,Semi furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/10af49059ddd37f6634d1217ad7795c0/v0/large/3_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
1 BHK Flat for rent in Sector 137,https://housing.com/rent/17005895-450-sqft-1-bhk-apartment-on-rent-in-sector-137-noida,Paras Tierea,20000,450 sq.ft,Fully furnished,Noida,Sector 137,https://housing-images.n7net.in/01c16c28/0f24d14a9d7d584b3f736103d3b9d86a/v0/large/1_bhk_apartment-for-rent-sector_137-Noida-living_room.jpg
3 BHK Flat for rent in Sector 150,https://housing.com/rent/16278208-1285-sqft-3-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,27000,1285 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/5d1b58f02dfcccd50abe9cbcd7e8da79/v0/large/3_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
2 BHK Flat for rent in Sector 150,https://housing.com/rent/16279599-1100-sqft-2-bhk-apartment-on-rent-in-sector-150-noida,Tata Eureka Park,25000,1100 sq.ft,Semi furnished,Noida,Sector 150,https://housing-images.n7net.in/01c16c28/2a165aa5a1c9e7be285657f8eff529cf/v0/large/2_bhk_apartment-for-rent-sector_150-Noida-living_room.jpg
1 BHK Flat for rent in Sector 168,https://housing.com/rent/16985496-685-sqft-1-bhk-apartment-on-rent-in-sector-168-noida,Sunworld Arista,30000,685 sq.ft,Fully furnished,Noida,Sector 168,https://housing-images.n7net.in/01c16c28/464e5d596e2843b193fc1e2016450939/v0/large/1_bhk_apartment-for-rent-sector_168-Noida-living_room.jpg
